Date,Open,High,Low,Close,Volume,OpenInt,Company
7/19/1984,1.0535,1.0558,1.0469,1.0469,53021818,0,AT&T
7/20/1984,1.0573,1.064,1.0506,1.0551,87833943,0,AT&T
7/23/1984,1.0506,1.0596,1.0418,1.0551,186833219,0,AT&T
7/24/1984,1.0588,1.0702,1.0569,1.0633,87411480,0,AT&T
7/25/1984,1.0583,1.0826,1.0563,1.0716,103673698,0,AT&T
7/26/1984,1.076,1.0982,1.0694,1.0716,279051593,0,AT&T
7/27/1984,1.0639,1.0639,1.0551,1.0551,58975336,0,AT&T
7/30/1984,1.0528,1.0618,1.0485,1.0551,66125923,0,AT&T
7/31/1984,1.0563,1.0716,1.0542,1.0716,60068159,0,AT&T
8/1/1984,1.0734,1.1047,1.0714,1.1047,160206566,0,AT&T
8/2/1984,1.0977,1.1485,1.0712,1.1376,217085932,0,AT&T
8/3/1984,1.1338,1.147,1.1206,1.1294,174970455,0,AT&T
8/6/1984,1.1228,1.1228,1.0964,1.0964,168227606,0,AT&T
8/7/1984,1.0943,1.1097,1.0918,1.0964,197950756,0,AT&T
8/8/1984,1.0948,1.0992,1.0883,1.0883,114134710,0,AT&T
8/9/1984,1.0958,1.1111,1.0936,1.1047,83286221,0,AT&T
8/10/1984,1.1083,1.1219,1.1083,1.113,131066071,0,AT&T
8/13/1984,1.113,1.1149,1.104,1.113,70777032,0,AT&T
8/14/1984,1.1023,1.1111,1.1023,1.1047,63684559,0,AT&T
8/15/1984,1.1025,1.1156,1.1001,1.1047,90168321,0,AT&T
8/16/1984,1.104,1.1174,1.1019,1.113,42222627,0,AT&T
8/17/1984,1.1149,1.1219,1.104,1.113,47432791,0,AT&T
8/20/1984,1.1057,1.1212,1.1057,1.1212,85612856,0,AT&T
8/21/1984,1.1201,1.1443,1.1178,1.1376,142595036,0,AT&T
8/22/1984,1.1352,1.142,1.1331,1.1376,51780722,0,AT&T
8/23/1984,1.1314,1.1336,1.127,1.1294,73714830,0,AT&T
8/24/1984,1.1254,1.1254,1.1188,1.1212,194927600,0,AT&T
8/27/1984,1.1212,1.1276,1.1166,1.1212,45250134,0,AT&T
8/28/1984,1.1189,1.1255,1.1189,1.1212,38063046,0,AT&T
8/29/1984,1.1212,1.1278,1.1212,1.1212,70144756,0,AT&T
8/30/1984,1.1188,1.1232,1.1166,1.1212,48642197,0,AT&T
8/31/1984,1.1166,1.1212,1.1166,1.1212,64707178,0,AT&T
9/4/1984,1.1233,1.1255,1.1189,1.1212,27554766,0,AT&T
9/5/1984,1.1174,1.1196,1.113,1.113,92835647,0,AT&T
9/6/1984,1.1145,1.1255,1.1123,1.1212,517521484,0,AT&T
9/7/1984,1.1279,1.1302,1.1212,1.1212,48000809,0,AT&T
9/10/1984,1.1123,1.1233,1.1102,1.1212,335566530,0,AT&T
9/11/1984,1.113,1.1173,1.113,1.113,281350778,0,AT&T
9/12/1984,1.1166,1.1232,1.1166,1.1212,29443115,0,AT&T
9/13/1984,1.1227,1.1338,1.116,1.1294,503712173,0,AT&T
9/14/1984,1.1398,1.142,1.1331,1.1376,97304138,0,AT&T
9/17/1984,1.1352,1.1441,1.1309,1.1376,458774483,0,AT&T
9/18/1984,1.142,1.1443,1.1376,1.1376,67368124,0,AT&T
9/19/1984,1.1325,1.1547,1.1304,1.1459,587455874,0,AT&T
9/20/1984,1.1453,1.1629,1.143,1.1542,235047769,0,AT&T
9/21/1984,1.1578,1.169,1.1578,1.1622,983703969,0,AT&T
9/24/1984,1.1644,1.1715,1.1622,1.1622,249746664,0,AT&T
9/25/1984,1.1577,1.1668,1.151,1.1622,57485885,0,AT&T
9/26/1984,1.1602,1.1691,1.1577,1.1622,48846386,0,AT&T
9/27/1984,1.1646,1.1691,1.1602,1.1622,135839473,0,AT&T
9/28/1984,1.1683,1.1729,1.1661,1.1707,60681285,0,AT&T
10/1/1984,1.1707,1.1748,1.1683,1.1707,147264737,0,AT&T
10/2/1984,1.1683,1.1729,1.1661,1.1707,147927195,0,AT&T
10/3/1984,1.1668,1.1668,1.1622,1.1622,65726631,0,AT&T
10/4/1984,1.1646,1.1646,1.1602,1.1622,35754225,0,AT&T
10/5/1984,1.1608,1.163,1.1519,1.1542,78992043,0,AT&T
10/8/1984,1.1569,1.1569,1.1437,1.1459,21480387,0,AT&T
10/9/1984,1.1503,1.1549,1.1434,1.1459,38565081,0,AT&T
10/10/1984,1.1459,1.1481,1.1413,1.1459,64108655,0,AT&T
10/11/1984,1.1519,1.1587,1.1494,1.1542,52234695,0,AT&T
10/12/1984,1.1534,1.1644,1.1534,1.1622,63994803,0,AT&T
10/15/1984,1.1688,1.1892,1.1666,1.187,134483631,0,AT&T
10/16/1984,1.1862,1.1953,1.1862,1.1953,84615031,0,AT&T
10/17/1984,1.19,1.208,1.1875,1.2038,61296932,0,AT&T
10/18/1984,1.2145,1.2308,1.2124,1.2283,118228893,0,AT&T
