Date,Open,High,Low,Close,Volume,OpenInt,Company
3/20/1972,0.03403,0.03403,0.03403,0.03403,3132119,0,Walmart
3/22/1972,0.03403,0.04251,0.03403,0.03403,1084194,0,Walmart
3/23/1972,0.03403,0.04251,0.03403,0.03403,783030,0,Walmart
3/24/1972,0.03403,0.04251,0.03403,0.03403,1264892,0,Walmart
3/27/1972,0.04251,0.04251,0.04251,0.04251,1385361,0,Walmart
3/28/1972,0.04251,0.04251,0.04251,0.04251,1746756,0,Walmart
3/29/1972,0.04251,0.04251,0.04251,0.04251,1566055,0,Walmart
3/30/1972,0.04251,0.04251,0.04251,0.04251,1505825,0,Walmart
4/3/1972,0.04251,0.04251,0.03403,0.03403,481866,0,Walmart
4/4/1972,0.03403,0.04251,0.03403,0.03403,481866,0,Walmart
4/5/1972,0.03403,0.03403,0.03403,0.03403,361397,0,Walmart
4/6/1972,0.03403,0.03403,0.03403,0.03403,903496,0,Walmart
4/7/1972,0.03403,0.03403,0.03403,0.03403,1566055,0,Walmart
4/10/1972,0.03403,0.03403,0.03403,0.03403,421630,0,Walmart
4/11/1972,0.03403,0.03403,0.03403,0.03403,1325125,0,Walmart
4/12/1972,0.03403,0.03403,0.03403,0.03403,421630,0,Walmart
4/13/1972,0.03403,0.03403,0.03403,0.03403,602329,0,Walmart
5/8/1972,0.03403,0.03403,0.03403,0.03403,10179378,0,Walmart
5/11/1972,0.03403,0.03403,0.03403,0.03403,5782366,0,Walmart
5/12/1972,0.03403,0.03403,0.03403,0.03403,3734444,0,Walmart
5/15/1972,0.03403,0.03403,0.03403,0.03403,13974056,0,Walmart
5/16/1972,0.03403,0.03403,0.03403,0.03403,5300502,0,Walmart
5/17/1972,0.03403,0.03403,0.03403,0.03403,4216307,0,Walmart
5/18/1972,0.03403,0.03403,0.03403,0.03403,4276542,0,Walmart
5/19/1972,0.04251,0.04251,0.04251,0.04251,8432623,0,Walmart
5/22/1972,0.04251,0.04251,0.04251,0.04251,3915145,0,Walmart
5/23/1972,0.04251,0.04251,0.04251,0.04251,6444931,0,Walmart
5/24/1972,0.04251,0.04251,0.04251,0.04251,8974718,0,Walmart
5/25/1972,0.04251,0.04251,0.04251,0.04251,3734444,0,Walmart
5/26/1972,0.04251,0.04251,0.04251,0.04251,5842599,0,Walmart
5/30/1972,0.04251,0.04251,0.04251,0.04251,2168389,0,Walmart
5/31/1972,0.04251,0.04251,0.04251,0.04251,11444272,0,Walmart
6/1/1972,0.04251,0.04251,0.04251,0.04251,3011648,0,Walmart
6/2/1972,0.04251,0.04251,0.04251,0.04251,1566055,0,Walmart
6/5/1972,0.04251,0.04251,0.04251,0.04251,4818639,0,Walmart
6/6/1972,0.04251,0.04251,0.04251,0.04251,6384696,0,Walmart
6/7/1972,0.04251,0.04251,0.04251,0.04251,1927453,0,Walmart
6/8/1972,0.04251,0.04251,0.04251,0.04251,1686526,0,Walmart
6/9/1972,0.04251,0.04251,0.04251,0.04251,5360739,0,Walmart
6/12/1972,0.04251,0.04251,0.04251,0.04251,2349087,0,Walmart
6/13/1972,0.04251,0.04251,0.04251,0.04251,2409320,0,Walmart
6/14/1972,0.04251,0.04251,0.04251,0.04251,5902833,0,Walmart
6/15/1972,0.04251,0.04251,0.04251,0.04251,1325125,0,Walmart
6/16/1972,0.04251,0.04251,0.04251,0.04251,6143767,0,Walmart
